SKU,Item Name,SCM Unit,Transit Unit,Legacy Conversion,Derived Conversion,Pattern,Conversion Source,Evidence,Status
120107,Susu Bubuk F-04 @ 10 Kg,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
120108,SUSU EVAPORASI MILKO @20 x 210 ml,PCS,PCS,20.0,20.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
120109,SUSU EVAPORASI TIGA SAPI @ 12X500 ML,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
120110,Dancow coklat 1kg,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
120111,Dancow instant 1kg,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
120112,Zee Strawberry,GR,GR,340.0,340.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
120113,SUSU BUBUK F-06 @ 25 KG,KG,KG,25.0,25.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
120114,"MILK BARN @ 8X2,5 KG",KG,KG,20000.0,20000.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
120115,PREMIX SUSU BUBUK,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
120116,SUSU BUBUK FITAMIL @25 KG,KG,KG,25.0,25.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
120117,SUSU UHT FULL CREAM DIAMOND @ 12 X 1 L,LTR,LTR,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
120118,SUSU VAMOLA,PCS,PCS,48.0,48.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
120119,SUSU ULTRA MILK FULL CREAM,LTR,LTR,,,NO_PACKAGING_EVIDENCE,DETECTOR,NO_EVIDENCE_FOUND,PENDING
130101,Amor Donat Yogurt Mix @1X10Kg,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
130104,Fond Tiramisu @1X5Kg,KG,KG,5.0,5.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
130106,Maizena CHEILJEDANG @25Kg,KG,KG,25.0,25.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
130107,Beika P 500,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
130108,Maizena Cornstrach 25kg,KG,KG,25000.0,25000.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
130110,Maizena Cargill @25kg,KG,KG,25.0,25.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
130111,PREMIX MAIZENA,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
130112,Maizena Mekarmas @25 kg,KG,KG,25.0,25.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
130301,Tepung Balastra @1X10Kg,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
130302,Tepung Brownbread @1X10Kg,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
130303,Tepung Kanji Gunung @1X25Kg,KG,KG,25.0,25.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
130304,Tepung Ketan Rosebrand @20X500Gr,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
130305,Tepung Muffin Cokelat @1X10Kg,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
130306,Tepung Muffin Vanila @1X10Kg,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
130307,Tepung Spongemix Coklat @1X10Kg,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
130308,Tepung Spongemix Vanila @1X10Kg,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
130309,TERIGU CAKRA KEMBAR @1X25KG,KG,KG,25.0,25.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
130310,Terigu Lonceng Hijau @1X25 Kg,KG,KG,25.0,25.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
130311,Terigu Perdana @1X25 Kg,KG,KG,25.0,25.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
130312,Terigu Premium Hana Chiffon 10Kg,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
130313,Terigu Premium Hana Swiss Roll 10Kg,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
130314,Terigu Bola Salju @1X25Kg,KG,KG,25.0,25.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
130315,Terigu Premium Hana Keik Sponge 10Kg,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
130316,Tepung Ketan Hitam @20X250 Gram,KG,KG,5.0,5.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
130317,TERIGU GOLDEN EAGLE @25KG,KG,KG,25.0,25.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
130318,Golden Sponge Cake Mix (B) @12kg,KG,KG,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
130319,Terigu segitiga biru 25kg,KG,KG,25.0,25.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
130320,TEPUNG MUFFIN CHOCOLATE ZEELANDIA 10x1kg,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
130321,TEPUNG MUFFIN VANILLA ZEELANDIA 10x1kg,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
130322,Terigu Stupa Hijau @25Kg,KG,KG,25.0,25.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
130323,Terigu Tali Mas @25kg,KG,KG,25.0,25.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
130324,Tegral Donat Prime @ 10kg,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
130325,Terigu Kawan Baru @25kg,KG,KG,25.0,25.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
130326,PREMIX TALI MAS,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
130327,PREMIX STUPA HIJAU,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
130328,TEPUNG PANIR,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
130330,TEPUNG TAPIOKA,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
130331,TERIGU TALI BIRU @25 KG,KG,KG,25.0,25.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
130332,TEPUNG BERAS PUTIH  @20X500 GR,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
130333,TEGRAL MOCHI BREAD,KG,KG,5.0,5.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
130334,TERIGU KUNCI BIRU,GR,GR,1000.0,1000.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
130335,TEPUNG SAGU,GR,GR,1000.0,1000.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140101,Sonton Chocolate Banana Flav Spread,KG,KG,15.0,15.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140202,Crystal Jelly @5Kg,KG,KG,5.0,5.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
140203,Royal Jelly @1kg,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
140204,Royal Jelly @5kg,KG,KG,5.0,5.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
140205,Creamfill Vanila 5kg,KG,KG,5.0,5.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140206,Goldfill Strawberry 5Kg,KG,KG,5.0,5.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140207,AGAR-AGAR SWALLOW,PCS,PCS,12.0,12.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140300,"Decorgel Glamour @1X3,15Kg",KG,KG,3.15,3.15,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
140301,Gelatin @1Kg,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
140302,"DECORGEL NEUTRAL 3,15 KG",KG,KG,3.15,3.15,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140401,Elmer Glaze Avocado @2X5Kg,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
140404,ELMER GLAZE DARK @2X5KG,KG,KG,10000.0,10000.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
140405,ELMER GLAZE GREENTEA @2X5KG,KG,KG,10000.0,10000.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
140409,ELMER GLAZE STRAWBERRY @2X5KG,KG,KG,10000.0,10000.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
140410,Elmer Glaze Taro @2X5Kg,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
140411,ELMER GLAZE TIRAMISU @2X5KG,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
140412,ELMER GLAZE WHITE @2X5KG,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
140413,Caravella Fluifour Cocoa @1X5 Kg,KG,KG,5.0,5.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
140414,Caravella Fluifour Hazelnut @1X5 Kg,KG,KG,5.0,5.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
140415,Chefmate Glaze 5Kg Pail Moccachino,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140416,Chefmate Glaze 5Kg Pail Strawberry,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140417,Chefmate Glaze 5Kg Pail Taro,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140418,Chefmate Glaze 5Kg Pail Vanila Caramel,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140419,Chefmate Glaze 5Kg Pail Rose,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140420,Chefmate Glaze 5Kg Pail Thaitea,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140421,Chefmate Glaze 5Kg Pail Tiramisu,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140422,Chefmate Glaze 5Kg Pail Banana Caramel,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140423,COLLATA GLAZE DARK,KG,KG,20.0,20.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140424,COLLATA GLAZE WHITE,KG,KG,20.0,20.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140425,COLLATA GLAZE STRAWBERY,KG,KG,20.0,20.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140426,COLLATA GLAZE TIRAMISU,KG,KG,20.0,20.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140427,COLLATA GLAZE GREENTEA,KG,KG,20.0,20.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140502,BISKUIT MARIE,PACK,PACK,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140503,BISKUIT RODEO,KG,KG,5.0,5.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140504,CRACKERBALL,PACK,PACK,250.0,250.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140505,LOTUS BISCOFF,PACK,PACK,250.0,250.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140507,KACANG TANAH,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140508,COKLAT CACA BESAR @ 1KG,GR,GR,1000.0,1000.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE,CONVERSION_CONFLICT",PENDING
140509,MUTE SILVER,GR,GR,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140511,MUTE GOLD,GR,GR,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140513,KOPI INDOCOFFEE MIX,PCS,PCS,30.0,30.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140514,SELAI NANAS,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140515,OPA STROBERI @225 GR,GR,GR,225.0,225.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
140516,OPA NANAS @225 GR,GR,GR,225.0,225.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
140517,OPA CHOCO CRUNCHY @200 GR,GR,GR,200.0,200.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,LEGACY_CONVERSION_CANDIDATE",PENDING
140518,L'AGIE CHIC CHOC,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140519,KELAPA KERING,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140520,CRACKERBALL WARNA PUTIH,PACK,PACK,250.0,250.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140521,CRACKERBALL WARNA COKLAT,PACK,PACK,250.0,250.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140522,CRACKERBALL WARNA PINK,PACK,PACK,250.0,250.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140523,CRACKERBALL WARNA UNGU,PACK,PACK,250.0,250.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140524,CRACKER BALL WARNA KUNING,PACK,PACK,250.0,250.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140525,COKLAT FILLING FILOKU @4X5KG,KG,KG,20.0,20.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,"NAME_DERIVED_CANDIDATE,PACKAGE_STRUCTURE_UNCLEAR,LEGACY_CONVERSION_CANDIDATE",PENDING
140526,SELAI NASTAR,KG,KG,10.0,10.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140527,COKLAT PASTA RIMBO,KG,KG,20000.0,20000.0,SCM_LARGE_UNIT_TO_TRANSIT_BASE_UNIT_CANDIDATE,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140528,PREMIX FILLING COKLAT RIMBO,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140529,COKLAT STICK BELEPOTAN,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140530,KUNAFA KERING,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140531,PASTA PISTACHIO,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140532,MARSHMELLOW,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140533,MUTIARA PUTIH 4 MM,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
140534,MUTIARA EMAS 4 MM,KG,KG,1.0,1.0,NO_PACKAGING_LAYER,DETECTOR,LEGACY_CONVERSION_CANDIDATE,PENDING
